subj,gender,vowel,f1,f2,f3
Speaker99,m,ɛ,583.126405288711,1683.05953153942,2684.6509043112
Speaker99,m,ɛ,561.563186247639,1673.555739583,2396.85749441228
Speaker99,m,ɛ̃,659.422377882333,1672.4883921428,2280.76191550626
Speaker99,m,ɛ̃,644.322538349907,1845.83422229348,2375.77543291974
Speaker99,m,ɛ̃,638.592768167114,1761.10976513561,2368.7214351399
Speaker99,m,ɨ,449.199534768089,1213.15465299696,2358.28617211049
Speaker99,m,ɨ,470.736956149754,1189.48489435358,2506.5974822203
Speaker99,m,ə̃,479.50106926343,1392.06298391384,2571.16637457281
Speaker99,m,ɨ,482.811293259851,1265.81164044694,2757.88425168191
Speaker99,m,ɨ,472.520043200552,1278.53702526058,2620.52130003137
Speaker99,m,ɨ,494.105512913702,1197.97041748496,2630.2156635723
Speaker99,m,ə̃,451.701151027274,1500.30566069689,2474.83172890144
Speaker99,m,ə̃,473.548762488645,1310.40575194823,2548.66612745001
Speaker99,m,ə̃,488.834572732494,1315.1049169693,2398.40846102398
Speaker99,m,ə,525.120054801305,913.075961084308,2536.34897925816
Speaker99,m,ə,565.824163422565,919.950463697113,2469.14724600004
Speaker99,m,ɨ̃,472.948577163188,1062.20432597723,2502.28572823185
Speaker99,m,ɨ̃,504.971132089906,1057.38478440462,2505.97323910938
Speaker99,m,ɨ̃,502.373376752282,1033.11934743617,2315.45999141886
Speaker99,m,ə,503.681002635445,1235.56700967658,2551.49719141878
Speaker99,m,ə,533.53138028141,1250.6614804594,2478.41423798984
Speaker99,m,ə,517.479020417308,1173.93977918497,2582.83967395382
Speaker99,m,ə̃,517.797349168819,1089.61811482397,2537.23722073271
Speaker99,m,ə̃,478.711622480062,1171.96856752388,2529.23917553536
Speaker99,m,ə,510.945614357078,1214.83901413908,2516.68668319443
Speaker99,m,ə,480.191958090453,1193.97791583737,2578.36351740123
Speaker99,m,ə,470.621874018778,1091.36553581493,2571.11721908765
Speaker99,m,ɨ̃,437.65415852376,1017.08002866202,2595.34136510115
Speaker99,m,ɨ̃,469.560770972729,1032.31476841201,2518.83505610178
Speaker99,m,ɨ̃,456.636658521358,1064.44762787135,2488.83053976966
Speaker99,m,ə,580.680844553959,1259.75610609007,2755.75905805322
Speaker99,m,ə,573.472589835692,1260.62474580096,2630.19492791746
Speaker99,m,ə,591.289171925116,1265.95359275298,2797.91623321526
Speaker99,m,ə̃,471.418409570999,1249.86991363452,2534.33014337016
Speaker99,m,ə̃,457.349447585004,1308.64951961114,2467.89831943253
Speaker99,m,a,692.77868812877,1169.2845593949,2375.89949753204
Speaker99,m,a,720.932403567232,1084.8991038128,2497.40317734611
Speaker99,m,a,726.766737008897,1083.0437669854,2812.95233746395
Speaker99,m,ã,718.208547972306,1177.95637901448,2463.63211519364
Speaker99,m,ã,733.914096460536,1246.07443547022,2275.87581810997
Speaker99,m,ã,706.314159254775,1213.05381225785,2225.89184933283
Speaker99,m,a,741.361859107918,1237.38486479002,2809.24926653458
Speaker99,m,ã,700.298519544073,1233.93687249257,2805.13095838885
Speaker99,m,a,744.915941730121,1250.5264086211,2772.9681837993
Speaker99,m,ã,686.169048367656,1125.95047113586,2276.41897960864
Speaker99,m,ã,726.665543648781,1182.76870370772,2674.37968165881
Speaker99,m,ã,711.20114659116,1188.24784130925,2467.59740440435
Speaker99,m,a,753.83633511369,1334.50133317874,2332.09635490396
Speaker99,m,a,718.236910690328,1352.48065888526,2342.43493585412
Speaker99,m,a,732.42550874533,1409.13605583712,2335.48469076226
Speaker99,m,ã,705.624312864229,1303.29818663421,2276.90958515158
Speaker99,m,ã,707.927968128807,1292.08017296974,2229.17702162011
Speaker99,m,ã,735.617187668562,1243.2458814942,2386.5132364918
Speaker99,m,a,737.229540924634,1127.5929056929,2902.60923398343
Speaker99,m,a,732.684707177669,1163.58698277146,2781.94844088741
Speaker99,m,a,717.345046466559,1208.14775711146,2863.11992234645
Speaker99,m,ã,700.021011406629,1075.54777410309,2544.82938356512
Speaker99,m,ã,701.109918275806,1143.29188036331,2426.87765185038
Speaker99,m,ã,691.074401726957,1076.21484369965,2366.52926728008
Speaker99,m,a,728.34797495547,1374.14203205967,2405.31982101224
Speaker99,m,a,772.663633559162,1368.61147085279,2577.14012849841
Speaker99,m,a,740.694224991673,1378.19392139222,2273.71713386114
Speaker99,m,ã,667.380630596432,1341.25645674267,2099.86831372917
Speaker99,m,ã,719.617529606206,1383.25082094239,2666.99641445307
Speaker99,m,ã,723.549117256083,1350.07201298782,2142.02440807146
Speaker99,m,u,346.766231690637,962.460543603365,2303.87782585227
Speaker99,m,u,371.300456370525,982.572313067218,2276.48218570411
Speaker99,m,u,399.292675422283,1095.6924901764,2071.08202027659
Speaker99,m,ũ,364.507369537633,1028.76101553479,2521.11569698008
Speaker99,m,ũ,391.755872153044,1010.81298379655,2545.94437257233
Speaker99,m,u,391.784125912933,774.220779137048,2726.28031748214
Speaker99,m,u,381.36290676973,996.144426860011,2405.45338967513
Speaker99,m,u,380.593118803012,897.488396315406,2580.50719955956
Speaker99,m,ũ,391.729819229986,777.157519127823,2640.34377369647
Speaker99,m,ũ,418.710163201343,804.25386172472,2595.49002998007
Speaker99,m,ũ,413.882478989249,781.293786546737,2581.95267154294
Speaker99,m,u,420.797962641124,613.753483832725,2549.59201206628
Speaker99,m,u,362.299496292301,787.347871525874,2620.34222513796
Speaker99,m,ũ,370.677910387544,1021.27047360712,2129.3946320627
Speaker99,m,ũ,346.896991200388,939.745306411081,2275.08471955205
Speaker99,m,o,412.200646003205,1031.25820273391,2551.59613970851
Speaker99,m,o,429.699533042572,1012.59317404737,2606.51488313709
Speaker99,m,o,401.056523844734,970.440140649714,2635.83048643915
Speaker99,m,õ,670.385709717373,805.945024495605,3042.6282734549
Speaker99,m,õ,624.521574373618,824.98835241546,2839.96413721453
Speaker99,m,õ,627.405461950393,874.686896211986,3316.13684866595
Speaker99,m,o,436.124332416448,858.485348688135,2633.61263566531
Speaker99,m,o,478.212096390157,910.112867247665,2794.45456600009
Speaker99,m,o,437.407347285855,862.470078643403,2743.38807142642
Speaker99,m,õ,441.00300754901,740.859074333118,2529.85231552842
Speaker99,m,õ,412.334427831037,758.675502834438,2630.57029474452
Speaker99,m,õ,433.640752700916,749.538170679747,2560.24690013243
Speaker99,m,o,407.395219869626,817.445389017221,2556.31588352776
Speaker99,m,o,390.306451025682,774.057057097114,2662.86144505876
Speaker99,m,o,392.189919362574,730.772434789303,2620.66143309514
Speaker99,m,õ,412.039560041358,733.696851834963,2683.34802074355
Speaker99,m,õ,486.451644030068,784.926966778844,2476.70752554522
Speaker99,m,õ,453.664018844424,817.012371713583,2721.848738884
Speaker99,m,o,444.414818378094,863.439585975748,2549.25194317349
Speaker99,m,o,464.476578172045,793.675247588663,2584.97856879392
Speaker99,m,o,446.911547121301,784.610773298447,2536.12983516413
Speaker99,m,õ,558.104166360262,865.845757542041,2575.18168075968
Speaker99,m,õ,571.013321721037,862.627293957203,2680.73488898805
Speaker99,m,õ,564.142566277458,809.645845534783,2744.84560120182
Speaker99,m,o,459.432438664056,878.337106448586,2602.26733486336
Speaker99,m,o,456.468579409936,874.15944821037,2659.4603407585
Speaker99,m,o,457.696566557962,916.037537947364,2618.833741703
Speaker99,m,ɔ̃,582.761143251354,853.709649162925,2454.57213314224
Speaker99,m,ɔ̃,580.658182870983,852.524684209975,2390.15871581108
Speaker99,m,ɔ̃,567.763572472096,839.186970690375,2459.84628540084
Speaker99,m,ɔ,523.363733193349,892.388047625061,2358.38134027208
Speaker99,m,ɔ,549.51669784621,882.022984703995,2457.43901904321
Speaker99,m,ɔ,558.579650089984,906.059729248839,2466.74125158622
Speaker99,m,ɔ̃,628.706175083624,921.440846050104,3368.86966151134
Speaker99,m,ɔ̃,585.21967227145,906.87705769713,2567.98601613814
Speaker99,m,ɔ̃,564.330639845915,851.139086673555,2570.24812258751
Speaker99,m,ɔ,522.533754742705,919.071751096416,2547.93010603888
Speaker99,m,ɔ,564.080383763126,911.076775176691,2513.44086177587
Speaker99,m,ɔ,541.394677705963,909.771668607496,2597.63332619725
Speaker99,m,ɔ̃,523.563804953999,873.825203271833,2611.39888225728
Speaker99,m,ɔ̃,533.114171667776,914.167579083253,2693.44159896233
Speaker99,m,ɔ̃,537.690157338389,861.504396216454,2527.04312900644
Speaker99,m,ɔ,549.271398576306,847.784523397474,2296.28334251345
Speaker99,m,ɔ,562.681641562795,889.316882508053,2272.8801471018
Speaker99,m,ɔ,552.476708832733,880.822032580968,2504.82185568598
Speaker99,m,ɔ̃,618.766388209555,975.656427448308,2321.65229419074
Speaker99,m,ɔ̃,621.755135539727,976.59878418904,2328.41079011119
Speaker99,m,ɔ̃,678.751779654007,973.109685888503,2265.38635810595
Speaker99,m,ɔ,506.003014875629,876.055485545775,2260.29103798046
Speaker99,m,ɔ,506.363517634529,901.860244968612,2343.64343926641
Speaker99,m,ɔ̃,615.48548119712,899.90796144244,2287.93123638109
Speaker99,m,ɔ̃,525.862911375914,910.805338321408,2302.96763168493
Speaker99,m,ɔ̃,543.732081742785,964.284854001033,2277.61666821744
Speaker101,f,i,312.747951927576,3125.39872103998,3400.61578135677
Speaker101,f,i,323.182019592767,3105.94737606869,3490.14271829245
Speaker101,f,i,286.090947237629,3099.61716673368,3460.04659191573
Speaker101,f,ĩ,359.049952921647,2840.17092090201,3250.05588529014
Speaker101,f,ĩ,339.532926581224,2485.56241996265,3052.45761180588
Speaker101,f,ĩ,334.661557832443,2101.35241035372,3086.87979131694
Speaker101,f,i,425.442945518643,2732.98112835754,3053.3918728979
Speaker101,f,i,430.195132055535,2699.46669623683,3085.67837385963
Speaker101,f,i,451.738002776002,2683.19980911809,2994.29479812575
Speaker101,f,ĩ,316.107717705426,2937.69954001186,3237.69096356021
Speaker101,f,ĩ,334.440440547961,2882.0794121223,3166.27704836097
Speaker101,f,ĩ,314.632589324708,2943.98356468406,3235.35770063284
Speaker101,f,i,336.073413510237,2605.46570757828,3193.99606861308
Speaker101,f,i,391.900449783442,2844.21007718384,3288.85713458845
Speaker101,f,ĩ,322.858940545881,1222.89099249839,3125.2594054947
Speaker101,f,ĩ,328.950905517824,1308.37792130008,3187.98120156639
Speaker101,f,ĩ,328.417430393914,1121.42163475077,3062.73411330755
Speaker101,f,i,415.321752597813,2955.83711250327,3248.42674834327
Speaker101,f,i,374.378865648444,2956.32378983272,3238.93528320111
Speaker101,f,ĩ,407.54689900945,2811.10462933481,2980.08221535582
Speaker101,f,ĩ,363.214052895177,2839.3416106234,3070.90299105488
Speaker101,f,ĩ,370.130294699514,2141.79721984663,3067.94393191485
Speaker101,f,i,350.639754908715,1949.87604690998,3063.450761863
Speaker101,f,i,350.938393658347,2914.0887045538,3266.38330954012
Speaker101,f,i,318.320528452197,2701.64667278656,3019.04615655578
Speaker101,f,ĩ,356.81063410866,1467.52801812463,3085.51261868486
Speaker101,f,ĩ,345.957012675488,1433.03581798703,3055.31923206322
Speaker101,f,e,509.990368149507,1937.14064848598,2707.71269420556
Speaker101,f,e,613.218903536257,2184.94085987842,2843.52244475463
Speaker101,f,e,499.969204727922,2333.24629760688,2854.42545455346
Speaker101,f,ẽ,724.954936314372,2014.798123294,2333.69563970727
Speaker101,f,ẽ,793.169314625731,1487.73899046506,2390.30404346283
Speaker101,f,ẽ,763.068477172076,887.536199387212,2398.25655232732
Speaker101,f,e,670.410276067112,2292.40920613019,2699.21495024798
Speaker101,f,e,619.323495147959,2457.30357501994,2734.08400536992
Speaker101,f,ẽ,591.567080083966,2167.6761508751,2979.4821937193
Speaker101,f,ẽ,695.929854606079,1521.4924618887,2326.43514765976
Speaker101,f,e,608.314514045728,2407.71305703901,2686.92724002982
Speaker101,f,e,554.377144139731,2643.50565398086,3212.04268279905
Speaker101,f,e,596.008332267435,2526.91934994645,2605.77237691161
Speaker101,f,ẽ,829.815288208664,2334.37730752278,3127.83321960124
Speaker101,f,ẽ,871.895008979895,2420.37806811807,3117.15835784108
Speaker101,f,ẽ,852.712557879543,1483.23743127297,2599.00823589885
Speaker101,f,ɛ,596.748181176222,2122.40411874979,2445.9472670187
Speaker101,f,ɛ,590.304168607406,1484.33851069686,2500.73403570824
Speaker101,f,ɛ,586.155829551093,1445.4823043358,2425.04325434479
Speaker101,f,ɛ̃,717.816141752848,2190.91881472673,2349.78296648416
Speaker101,f,ɛ̃,699.315145262636,2330.7274815347,3280.48037292262
Speaker101,f,ɛ̃,671.002881721166,1919.84694808377,2254.73360175332
Speaker101,f,ɛ,609.289830347744,2398.18390724802,3040.30327830248
Speaker101,f,ɛ,660.056966006826,2365.57624471507,3038.9443640501
Speaker101,f,ɛ,648.088299460399,2357.26786679716,3125.60799343011
Speaker101,f,ɛ̃,892.294354453511,2385.39939871554,3204.73243389176
Speaker101,f,ɛ̃,761.998395230977,2367.68508423751,3155.61910838087
Speaker101,f,ɛ̃,742.639717033339,2426.38332221979,3208.96038387204
Speaker101,f,ɛ,733.85441766719,2045.93346812912,2416.98627449424
Speaker101,f,ɛ,686.534047161895,2474.50064220083,3240.5331422445
Speaker101,f,ɛ̃,567.294004835021,885.861480354536,2365.67973868067
Speaker101,f,ɛ̃,764.168478150323,2539.33965681033,3188.35647518275
Speaker101,f,ɛ̃,818.231376362881,2528.61859022424,3084.6596143128
Speaker101,f,ɛ,742.709507833649,1461.11901927637,2375.96047336783
Speaker101,f,ɛ,691.837822507328,2059.94501323886,2125.84336394645
Speaker101,f,ɛ̃,634.840820269633,1707.85737285485,2494.3378919163
Speaker101,f,ɛ̃,739.457004222211,1941.00666523772,2526.26950079446
Speaker101,f,ɛ̃,736.687478184,1936.44025726167,2511.36766375353
Speaker101,f,ɛ,727.189412490425,2350.90178437801,3089.91139986357
Speaker101,f,ɛ,680.879830455734,2415.8844802329,3134.3818740643
Speaker101,f,ɛ,640.840128126704,2413.35690757024,3118.65853200042
Speaker101,f,ɛ̃,715.780089805514,1042.27268702011,2368.4001535427
Speaker101,f,ɛ̃,821.59751389039,1788.03596669424,2563.41507539363
Speaker101,f,ɛ̃,913.824811772359,1205.90129154785,2566.20024493145
Speaker101,f,ɛ,815.724296309849,2082.12152072376,2994.46444607337
Speaker101,f,ɛ,768.226630372208,2116.09039622632,2173.78680485173
Speaker101,f,ɛ,767.608381917479,1924.34233801876,2202.89793312678
Speaker101,f,ɛ̃,949.92780409897,1510.31730004019,2305.89372675341
Speaker101,f,ɛ̃,882.199158961195,2436.78755755225,3243.91253984218
Speaker101,f,ɛ̃,803.587673996955,2376.86209271244,2470.96792797558
Speaker101,f,ɨ,664.344790074396,1572.58007710271,3123.25348634637
Speaker101,f,ɨ,591.715414408562,1068.28347673792,3103.86340898147
Speaker101,f,ɨ,595.039538684154,1166.98173028672,3209.14659168968
Speaker101,f,ə̃,770.801829560479,1344.19012115667,2007.0721120164
Speaker101,f,ə̃,910.284806060137,1178.54653413107,1706.53777317897
Speaker101,f,ə̃,982.362632140874,1522.48850183787,3434.48392790527
Speaker101,f,ɨ,775.957433651401,1490.49464530602,2050.49610299388
Speaker101,f,ɨ,796.634683642257,1407.68991022377,2533.60741655078
Speaker101,f,ɨ,761.725904750682,1401.9713014283,2521.78414300782
Speaker101,f,ə̃,920.491900980591,1212.1893592132,3444.11181832541
Speaker101,f,ə̃,735.907133367201,1295.14917557675,3317.15227726433
Speaker101,f,ə̃,745.231349822997,1220.85882861748,2967.35703111211
Speaker101,f,ə,711.403216049222,1219.55929892566,3233.85832503293
Speaker101,f,ə,708.116320139116,1195.242970432,3202.15135069202
Speaker101,f,ə,667.437767630961,1129.98490455513,3091.52232002782
Speaker101,f,ɨ̃,719.106061051233,1212.33623592134,3133.25798975245
Speaker101,f,ɨ̃,734.767710185217,1095.92758474455,3263.14467642222
Speaker101,f,ɨ̃,570.221900058156,1053.29115793452,2865.0348960745
Speaker101,f,ə,797.50074907455,1270.62089294497,3525.40096100334
Speaker101,f,ə,770.030379826635,1176.06109001328,3099.71754639246
Speaker101,f,ə,917.929850008467,1290.67304131554,3425.51755601351
Speaker101,f,ə̃,819.800438033346,1583.63430182985,3064.24962930553
Speaker101,f,ə̃,562.903281075522,1417.8688322481,3141.60758495199
Speaker101,f,ə̃,752.861528205772,1488.57538706921,3182.1832761014
Speaker101,f,ə,634.135504501644,1090.6842780188,3401.204352786
Speaker101,f,ə,557.924009515369,1104.64574318694,3314.57049309593
Speaker101,f,ə,626.800376146991,1177.12751188115,3268.95192066859
Speaker101,f,ɨ̃,733.128759121303,1185.75403396776,2689.6815820372
Speaker101,f,ɨ̃,662.725359942251,1242.96049488469,2529.42166219327
Speaker101,f,ɨ̃,631.243793875153,1076.74809028915,3412.15729210773
Speaker101,f,ə,813.184290879698,1349.85370745347,3429.58405103088
Speaker101,f,ə,781.808124147555,1329.50600288864,3394.59880429472
Speaker101,f,ə,826.112299529238,1397.00112544801,3518.91226027551
Speaker101,f,ə̃,683.61899125987,1400.69092282684,3406.24342078314
Speaker101,f,ə̃,801.501639988008,1315.03925648974,3270.82768152363
Speaker101,f,ə̃,758.119245130106,1335.70827159744,3476.40119187414
Speaker101,f,a,1029.15742327468,1575.42048059424,2136.01662796709
Speaker101,f,a,993.775841069564,1515.82703158524,2253.17522644418
Speaker101,f,a,939.559761805419,1563.26385424496,2838.60180683449
Speaker101,f,ã,973.731488484764,1552.94971163009,2579.89407226049
Speaker101,f,ã,974.35065419628,1571.2534260927,2492.46270634603
Speaker101,f,ã,1016.04683293754,1593.25461300685,3081.54207394017
Speaker101,f,a,1028.37147872194,1499.27975899267,2258.23119300817
Speaker101,f,a,976.085988647877,1555.03848904225,3214.82686595773
Speaker101,f,a,980.663544529485,1590.76495240664,2370.82000883045
Speaker101,f,ã,1000.71928586856,1644.47988761783,1694.73267314001
Speaker101,f,ã,984.228229392382,1621.35276606142,2924.90892930997
Speaker101,f,ã,1004.63461838741,1490.40284722259,2158.49167239736
Speaker101,f,a,925.73141999507,1825.46770304537,3152.58815742496
Speaker101,f,a,1005.25534389763,1799.30683808403,3242.73195935978
Speaker101,f,a,903.819970631014,1610.85063784529,2037.6195433571
Speaker101,f,ã,1028.67925805064,1623.85546021217,3404.1236833487
Speaker101,f,ã,1045.1916229714,1439.0766600663,2554.45811798682
Speaker101,f,ã,1007.42833142458,1574.09366529482,3603.19924130317
Speaker101,f,a,998.539428701447,1369.90091816735,1861.22273796482
Speaker101,f,a,949.390749877224,1356.84653489775,2990.91257209217
Speaker101,f,a,1015.59119034619,1407.30382447358,1702.76469396759
Speaker101,f,ã,968.548609876775,1361.05696307061,2145.46833940167
Speaker101,f,ã,1069.57325960357,1422.91100965833,3603.03380237548
Speaker101,f,ã,1072.89384710237,1373.8403223122,3698.0036194469
Speaker101,f,a,951.328761698588,1917.58133268966,2314.20830484054
Speaker101,f,a,925.636213974426,1664.71154872622,2112.92366332111
Speaker101,f,a,986.916976551722,1569.71525589207,2441.25921865875
Speaker101,f,ã,1084.32419294283,1690.23226076525,1885.58740137289
Speaker101,f,ã,1095.95793652759,1466.84118601834,2048.75705162361
Speaker101,f,ã,1119.45527392178,1710.27864980498,3324.38097305907
Speaker101,f,u,436.572576347679,1019.04091516363,3285.4633197149
Speaker101,f,u,430.499173661263,990.507753342628,3585.31381408957
Speaker101,f,u,474.562494469555,1237.75628688854,2965.19609464577
Speaker101,f,ũ,399.006907248874,897.520366615177,2972.28241133356
Speaker101,f,ũ,390.189681336332,728.713214496052,3205.92010343987
Speaker101,f,ũ,474.117723162544,814.092586594886,3000.43147929687
Speaker101,f,u,456.352896756792,1097.89053105238,3207.42751749159
Speaker101,f,u,406.180913826431,1079.63032516051,3376.00592636974
Speaker101,f,u,391.744401714593,1009.12796067915,3432.31536422812
Speaker101,f,ũ,404.17886939038,1003.58954367503,2836.23452775448
Speaker101,f,ũ,477.059865123106,1046.28017994528,3143.64762777076
Speaker101,f,ũ,363.750740783823,911.723716173077,2989.7387183755
Speaker101,f,u,368.048607910258,851.218030419618,2804.86465439342
Speaker101,f,u,345.970862419061,804.919097292378,3014.54363379455
Speaker101,f,u,360.150032166086,850.742528385606,3253.96122671682
Speaker101,f,ũ,365.974905396009,886.472119891162,3047.46174311382
Speaker101,f,ũ,340.565426936936,816.246196871263,2804.84545434119
Speaker101,f,ũ,339.434372490151,879.819389480218,2899.49878945695
Speaker101,f,o,593.80452127757,1189.11602841358,3359.10907159192
Speaker101,f,o,605.480964601278,1140.95271503277,3423.1334397097
Speaker101,f,o,634.879901611037,1047.84287628967,3481.71774237512
Speaker101,f,õ,952.985920047248,1078.26255934412,3513.94090851272
Speaker101,f,õ,856.117240983608,1266.13414547336,3560.23196299854
Speaker101,f,õ,942.415296490242,1295.5344710163,3693.89012305718
Speaker101,f,o,737.874691207369,1180.50916912235,3394.67012078164
Speaker101,f,o,702.117395410227,1169.08595619604,3449.85511141035
Speaker101,f,o,698.802857712845,1338.3763768787,3429.33970041569
Speaker101,f,õ,719.363581672537,975.106368675663,2545.77434469675
Speaker101,f,õ,680.390264147329,1330.7302706588,3121.77607340861
Speaker101,f,õ,452.452064767907,886.875347339369,2950.4472684815
Speaker101,f,o,581.196499970396,971.210177514137,3373.16134999504
Speaker101,f,o,574.361457920708,917.275072440284,3360.95570509964
Speaker101,f,o,552.521792361303,897.484157744178,3617.73846236061
Speaker101,f,õ,800.022041446083,1294.85698133377,1945.9669015157
Speaker101,f,õ,731.253666500747,1307.69424559243,2972.50493357549
Speaker101,f,õ,654.439336237225,1308.89727672719,3086.95830147697
Speaker101,f,o,648.272317630199,1016.62876244139,3290.75795790934
Speaker101,f,o,528.855396091877,1030.82881324442,2506.64298374978
Speaker101,f,o,603.510496830399,995.108355416184,3304.75385644608
Speaker101,f,ɔ̃,852.497177389525,1458.61652360985,4128.59461783369
Speaker101,f,ɔ̃,908.174257690401,1307.75994703162,3263.19893763724
Speaker101,f,ɔ̃,887.537434342604,1218.48057094857,3028.2356283708
Speaker101,f,o,678.323145671894,1106.24314620224,3436.13525199106
Speaker101,f,o,676.700273783157,1207.78410548948,3237.59213663371
Speaker101,f,o,557.241727574927,1113.77336050729,3228.9011077929
Speaker101,f,ɔ̃,819.148754097276,1299.22895411783,3359.13915503165
Speaker101,f,ɔ̃,856.017974118999,1272.37829472448,3482.91706629352
Speaker101,f,ɔ̃,820.399136385048,1386.35506488932,3381.33826532139
Speaker101,f,ɔ,723.595880531765,1103.0285749741,3445.09313422477
Speaker101,f,ɔ,694.392380340396,1192.57930260477,3566.81940040357
Speaker101,f,ɔ,720.738403430074,1251.43927093933,3455.08186532443
Speaker101,f,ɔ̃,827.560524053241,1255.63754011909,3549.99005797306
Speaker101,f,ɔ̃,808.733873818118,1183.26620495346,3571.12368889158
Speaker101,f,ɔ̃,751.293726260023,1118.43658335235,3475.86849749157
Speaker101,f,ɔ,604.241718073802,1207.80441943818,3389.39860586325
Speaker101,f,ɔ,527.037956499798,1061.05228834176,3283.84027231769
Speaker101,f,ɔ,619.226453113033,1090.2880994686,3274.80340442003
Speaker101,f,ɔ̃,744.150278767037,1337.28054794165,3255.56303125092
Speaker101,f,ɔ̃,565.774240870797,1215.66691056875,3238.34293628692
Speaker101,f,ɔ̃,775.16286904615,1313.97178700856,3154.99059013973
Speaker101,f,ɔ,755.652459903734,1306.66645445399,3312.26682518948
Speaker101,f,ɔ,692.321147658028,1165.32656193577,2190.93186397503
Speaker101,f,ɔ,753.340832567642,1141.3812643796,3081.05342302872
Speaker101,f,ɔ̃,1003.8871138615,1130.07413009659,3126.91508713604
Speaker101,f,ɔ̃,823.827110043502,1230.48875530666,3169.35448832058
Speaker101,f,ɔ̃,871.160290611105,1214.95027832198,3117.7058221784
Speaker101,f,ɔ,715.712228067046,1198.27625134542,3233.2517320202
Speaker101,f,ɔ,635.112589808473,1074.08613670005,3298.37288430437
Speaker101,f,ɔ,679.955884056246,1147.17382841464,3208.48030136126
Speaker101,f,ɔ̃,929.122051295854,1322.25894823882,3172.1737736855
Speaker101,f,ɔ̃,922.658500581524,1225.14771427052,3166.88675605331
Speaker101,f,ɔ̃,845.202820871834,1221.34823286931,3111.4196568591
Speaker107,f,i,354.654400329661,2572.54573068668,3065.85944855186
Speaker107,f,i,340.8324230156,2546.78347876596,3073.50569021174
Speaker107,f,i,318.419696239092,2637.00871957671,3089.63059456902
Speaker107,f,ĩ,372.996865245648,2722.98184453975,3065.64338462312
Speaker107,f,ĩ,452.431832311691,2764.77451002214,3303.01744324025
Speaker107,f,ĩ,302.778012247038,2643.90833512769,3062.08378591542
Speaker107,f,i,357.652434190345,2488.85903272489,3004.71687888646
Speaker107,f,i,416.027725895891,2544.12162335429,3047.95260214945
Speaker107,f,i,411.179723783426,2506.35716918428,2897.83221172818
Speaker107,f,ĩ,317.88376883034,1374.93026888454,2735.59452808527
Speaker107,f,ĩ,305.7750485096,1201.83691122811,2812.57011202494
Speaker107,f,ĩ,291.02215665327,1227.694526322,2820.33779090637
Speaker107,f,i,307.628076345954,2609.40793351699,3132.79058464488
Speaker107,f,i,330.834896060652,2593.02607997936,3104.27298721329
Speaker107,f,i,313.113595275783,2585.44804961977,3177.74576086661
Speaker107,f,ĩ,598.884684137818,2870.68658455895,3941.77503215611
Speaker107,f,ĩ,565.671997213315,2714.71564439505,3240.33645158503
Speaker107,f,ĩ,612.079101731718,2787.93185671639,3010.01516133879
Speaker107,f,i,351.334930964641,2534.59018817078,2959.61487919181
Speaker107,f,i,361.242593355782,2612.52542758725,3060.2559118242
Speaker107,f,i,374.62596544065,2731.90998431334,2937.11068506806
Speaker107,f,ĩ,448.111415263962,2809.68055035365,3256.67468201268
Speaker107,f,ĩ,476.485525105668,2854.29502445753,3329.94985259622
Speaker107,f,ĩ,490.017313277201,2734.30524159849,3118.46409087794
Speaker107,f,i,387.970412001271,2601.38706164515,3108.17149002449
Speaker107,f,i,337.968032635469,2509.15782300713,3048.05967467816
Speaker107,f,i,348.928773057667,2468.624457836,3065.73897865925
Speaker107,f,ĩ,369.797609810274,2277.99022358499,2769.22403662033
Speaker107,f,ĩ,560.64889907304,2722.14875991184,3275.67682310742
Speaker107,f,ĩ,577.024959423078,2823.17387060139,3228.09627473108
Speaker107,f,e,568.694648923633,2608.85618604601,2995.55153707933
